"x" "y"
"Fermiers_18.7" -1775.86874862658 365.802603935554
"Fêtards_L1.38" 558.581812754642 -1360.01243214612
"Fhropor" -1518.33450388552 -2281.96854423111
"Fille de la Ramaha" -839.975907830389 538.933294607323
"Fille_J10.54" -1596.20262888588 971.415934394536
"Fille_L4.2" 1314.01377727839 -985.503031876045
"Fille_L4.3" 1335.42455427367 -1054.48507228242
"Fillette_22.3" -2137.87798510635 -716.887932873999
"Fillette_J10.36" -142.916781142613 1126.21085563889
"Fillettes_J2.39" -1444.71318114197 910.696940625987
"Fils Bossu" -257.619797233296 -533.493023378325
"Fils de Grym" 717.324917628733 370.669311963344
"Finnbjorn" -302.238545861972 -765.033818984385
"Floriane" -1346.52952529643 -191.648822054651
"Fmur" 69.4056793084624 -65.6059970752608
"Fossoyeur_J8.4" -3467.55263499008 -911.253566160406
"Fouad Wholaï" -301.716107669033 581.754217271959
"Foule_34.29" -1793.01013797869 -401.801053315676
"Foule_34.4" -2359.01060820036 -1539.85079530563
"Foule_34.8" 560.864653652787 -2888.6889158718
"Foule_5.3" -1415.81235008181 999.345698596881
"Foule_K4.28" -1309.08892751433 -2888.99491842284
"Franc_3.19" -855.670248576954 -209.401436324636
"Francs_J7.33" -1015.68447181124 796.424482648075
"Francus d'Auxaterra" -1049.22687954569 -2362.07071734242
"Fregg" -2622.85193089723 -1799.89840229156
"Frère d'Anina" -308.330240481302 -184.417867097965
"Frère Karhamasönn_2" 393.325338778071 -769.586563566361
"Frère Karhamasönn_3" 427.849181418662 -781.840022287525
"Freyja" -2293.87413631964 -2243.79535972144
"Freyr" -1243.78221888848 -1387.92266529807
"Frigg" -633.282492208021 -987.706979338399
"Frypiäh" -1988.59870119561 -1393.56449529076
"Fugitifs_27.6" -1209.73977867997 -1316.46354932988
"Fural" -595.295843139003 325.931859711754
"Furfur" -1880.99550044925 340.496253319734
"Galathorn" -1192.52842057474 -543.285780993704
"Galériens_4.26" -1471.74221808125 534.416890091616
"Gandalf-le-fou" -679.140281419299 -181.65817071849
"Garçon roux_L1.3" 717.541824390625 -1003.42357938035
"Garçon_24.16" -1702.1839256426 725.542944986092
"Garçon_24.47" -782.274054256288 -884.575638959901
"Garçon_K3.3" -713.185792660005 -2350.57564399693
"Garde _22.15" -83.3169934019616 81.6350550410839
"Garde alfe noir_L6.10" -3117.84658218581 -2306.56306169367
"Garde chasse_29.3" -666.032584034983 -1111.01674404203
"Garde viking_J8.3.1" -1141.93213750766 510.591664249491
"Garde viking_J8.3.2" -1158.54065441178 454.262449088938
"Garde_13.9" -2070.89176041059 635.751536069169
"Garde_18.32" -1610.68443181584 313.997398087835
"Garde_18.35" -1794.09834735423 484.797640929049
"Garde_19.17" -1690.76348236207 -47.8307615516023
"Garde_20.18.2" -402.132210467151 -1294.28016297405
"Garde_20.18.3" -354.55877824033 -1303.82329010598
"Garde_20.18.4" -369.316732253995 -1358.20855012549
"Garde_20.36.1" -579.262334695417 -1878.66756310655
"Garde_20.36.2" -515.410182986106 -1849.40659727386
"Garde_20.40" -105.566258911019 -2287.71258028296
"Garde_20.41.1" -812.191143067696 -1449.05246296473
"Garde_20.41.2" -767.150163784684 -1470.26810870843
"Garde_21.27" -24.2947289828553 -2343.51223599916
"Garde_21.36" -13.4716860983726 -1458.7191499433
"Garde_21.37.1" 75.9694181751584 -1268.32682518936
"Garde_21.37.2" 20.7286583637815 -1358.12890496447
"Garde_22.7" -2108.75836113853 -121.801416090812
"Garde_25.44" -1879.43296168822 -188.65223020913
"Garde_28.19" -2461.54245872777 -1860.62146402301
"Garde_3.11" -1849.82497105784 567.903588194283
"Garde_33.20" -1939.56492061753 -991.76653592717
"Garde_34.30" -2861.21601889387 -1503.18951689136
"Garde_34.41" -3091.73652140322 -1526.63890883105
"Garde_35.12.1" 111.95963032461 -1464.51149456356
"Garde_35.12.2" -2204.82834885139 -491.178338780185
"Garde_39.22" -1279.04177928053 -1132.09830393417
"Garde_4.26.1" -1397.14427082869 524.238653759666
"Garde_4.26.2" -1362.81322613822 477.674843087052
"Garde_40.14" -1950.2696924906 945.028736898225
"Garde_6.19" -2343.3246462936 329.568099493362
"Garde_6.20" -2290.1122427915 314.82505350844
"Garde_6.36" -1640.43824811261 687.583419062363
"Garde_9.4" -2512.20493825646 -1343.76683517338
"Garde_J10.35" -312.788508694946 855.51399774343
"Garde_J10.52" -1113.3536681022 217.494574640142
"Garde_J4.43" 307.695651449444 546.07431982021
"Garde_J7.46" -241.160793652336 1248.06300284172
"Garde_J8.24" -1104.65670443129 731.952823275241
"Garde_K1.47" -2752.61029540639 -1391.44776640167
"Garde_K4.29" -1698.43823362287 -2963.10511495377
"Gardes alfes noirs_L6.13" 565.057096221673 -1846.13731913137
"Gardes alfes noirs_L6.22" 1054.18535058329 -1621.70417212859
"Gardes rouges_35.20" -2350.12009091196 -1775.73780489615
"Gardes rouges_35.21" -1955.98853478422 -825.384519670759
"Gardes_12.17" -1306.66836170399 911.853594055614
"Gardes_12.23" -1483.89997508272 -613.871190269801
"Gardes_13.13" -974.333675036554 -848.150795619674
"Gardes_13.15" -919.174055764701 -429.910435583485
"Gardes_18.10" -2374.27823265109 -47.0029854199311
"Gardes_18.32" -2149.82567866962 805.628459970368
"Gardes_18.33" -1669.51696931702 284.130704128467
"Gardes_20.31" -1651.46951665224 -2198.20206601545
"Gardes_20.34" 567.792370287598 -2703.33466057424
"Gardes_20.40" -841.41367079529 -2111.16617687514
"Gardes_21.37.3" 26.4348054455868 -1415.97673775566
"Gardes_21.40" -794.064605278636 -1408.12946831185
"Gardes_22.14" -2195.23712841479 -743.16274836833
"Gardes_22.16" -1705.49193512161 65.1724195725715
"Gardes_22.17" -1730.07633371082 -651.732095253015
"Gardes_24.21" -650.312744048685 721.612230560193
"Gardes_25.11" -554.586300858251 -817.782574946696
"Gardes_25.15" -532.736112355312 -884.994709151778
"Gardes_25.18" -518.942232726983 -933.42899041435
"Gardes_25.44" -1460.50321960428 -858.412967183909
"Gardes_27.14" -1365.35739494894 -1270.39802186454
"Gardes_27.15" -1269.854593028 -1334.05057216021
"Gardes_27.19" -790.049798949756 -1201.14013253129
"Gardes_27.28" -854.432392880789 -1117.35599428675
"Gardes_27.7" -1220.93435600627 -1267.06343903562
"Gardes_28.13" -178.225913314132 -1504.77401862155
"Gardes_28.22" -331.119185490012 -3214.15793689391
"Gardes_28.3" 39.9049692632761 -1176.29627429183
"Gardes_28.9" 18.5470406211866 -1224.90135736649
"Gardes_3.26" -1046.15085583845 -171.410827301541
"Gardes_32.3" -1548.58812462616 861.517441875039
"Gardes_34.14" -54.6532605358134 -3226.8552924518
"Gardes_36.12" -1528.91471759465 -724.627986749434
"Gardes_37.15" -2159.47077516704 394.547288541093
"Gardes_39.18" -1310.41312274152 -1166.39021727037
"Gardes_40.23" -1664.33784279509 656.143497786325
"Gardes_40.24" -696.076056702692 -310.619475412915
"Gardes_40.37" -779.675271853407 -474.268577453952
"Gardes_6.17" -1822.38288028877 820.041119769015
"Gardes_J10.10" -381.053080767226 578.746218230748
"Gardes_J10.15" 8.70721166518842 874.638855406025
"Gardes_J10.16" -366.847259651473 821.035296104479
"Gardes_J10.20" 1408.77180553011 -218.105017996003
"Gardes_J10.33" -401.390012112331 1016.06478472405
"Gardes_J10.36" 8.68472300425583 550.239334424245
"Gardes_J10.39" -760.138731295953 1069.0644265649
"Gardes_J10.40" -49.5479717839389 1200.85966494408
"Gardes_J11.30" 661.869451558846 205.179269604569
"Gardes_J7.27" -819.552479775443 775.467472433309
"Gardes_J7.34" -1135.00907578384 823.251430556005
"Gardes_J7.38" -315.919268835645 805.979970593106
"Gardes_J7.42" -1043.49775485594 758.443832287884
"Gardes_J7.45" -946.622378069176 761.668749113799
"Gardes_J8.10" -174.159697422734 979.581555131393
"Gardes_J8.18.1" -1204.26642551084 829.973105527343
"Gardes_J8.18.2" -1228.60873245605 774.964107290172
"Gardes_J8.21" -132.51448175908 1056.63975730398
"Gardes_J8.26" -1014.96533400641 707.919732978323
"Gardes_J8.27" 132.182957659975 373.850531383548
"Gardes_J8.28" -302.456480331487 921.72317219308
"Gardes_J8.29" -500.260152468838 418.958928739421
"Gardes_J8.35" -631.453438633584 1173.77318824532
"Gardes_J8.42" -653.149603990496 278.108006581911
"Gardes_K1.34" -2964.60110856211 -1021.01237666335
"Gardes_K1.36" -2959.09972920156 -968.732341768376
"Gardes_K1.37" -2915.74691082319 -620.594917329253
"Gardes_K1.49" -3280.01255797916 -1041.58813304884
"Gardes_K3.17" -609.918006748946 -2268.7359558088
"Gardes_K3.18" -2173.50741142665 -2726.89335638374
"Gardes_K3.19" -2236.60416176086 -1847.99524349603
"Gardes_K3.22" -1670.70463660914 -2121.87645929939
"Gardes_K3.27" -1720.63860443042 -2607.33701293566
"Gardes_K3.37" -1640.99998100879 -1708.69407035295
"Gardes_K4.31" -1131.62598319495 -2804.25840608483
"Gardes_K4.46" 1122.69826518005 -2179.68100510249
"Gardes_K8.41" -1922.14443005631 -1879.02769249936
"Gardes_L5.47" 629.299825190524 -1765.63812732563
"Gardes_L5.48" 614.039576053334 -1815.71420751558
"Gardes_L7.19" 151.289976884308 -1306.5130464941
"Gardes_L7.24" 103.582277679181 -1053.34257826077
"Gardien géant_1.11" -1509.18611661843 794.232007565386
"Gardien nain_1.12" -493.698505289422 528.359970957989
"Gardien_22.25" -1083.29094707524 647.982826203153
"Gardienne_21.38" -165.206187702365 -1429.04687322603
"Gardiens de la montagne_K7.3" -2058.94114090325 -1962.79117708059
"Gareth_6.20" -2328.36920314678 310.159425973561
"Garn" -1521.37303633504 661.020707676814
"Gaut" -267.31256727375 -827.284517877293
"Géant_L6.9" 784.108502562548 -2688.88373536783
"Géants_22.22" 1555.31880177237 -808.547263446019
"Géants_22.29" -1305.6629734722 -43.9352947568304
"Géants_22.40" 858.726484068424 -2616.22690006552
"Geirroed_15.45" -1899.07499341052 142.659387449816
"Gilli" -130.954083048034 -1132.25612158121
"Gladiateurs_27.35" -1008.4085182619 -2402.42985853724
"Gorgane" -2741.97859959068 -1441.39706375953
"Gouverneur du Ponant" -1025.69462940151 -1548.17708247067
"Grand prêtre_12.4" -1496.66005338615 -536.7379540989
"Grand veilleur_21.43" -317.48851792293 -2087.18132272
"Greim" -1213.77655377063 -1171.41448945196
"Grim" -874.493487499818 756.227939258488
"Grimur" -168.8722021546 -859.873304305012
"Grivine" -2398.45692854268 172.082106110272
"Griz" 720.295839007325 -1127.77660636712
"Groupe_11.16" -2521.64134965297 -126.150756491867
"Groupe_6.20" -2265.09753697511 165.749531187469
"Grym" 600.640203154868 216.613625284118
"Guerrier alfe noir_L6.8.1" 425.917453807325 -1123.23247451967
"Guerrier alfe noir_L6.8.2" 702.803650726036 -2597.26850296225
"Guerrier_11.24.1" -1346.35558880387 -657.541761911177
"Guerrier_11.24.2" -1340.93780439046 -603.20443625577
"Guerrier_11.24.3" -1430.72726527623 -654.01562269241
"Guerrier_11.24.4" -1390.31470631724 -633.202656992108
"Guerrier_11.24.5" -1390.95724121396 -692.725488599291
"Guerrier_11.24.6" -1428.43746014761 -567.860284561605
"Guerrier_19.21.1" -2220.80980692653 -818.878397241975
"Guerrier_19.21.2" -2257.68371463451 -786.713586703835
"Guerrier_4.11.1" -1120.44727367435 -42.7330728999768
"Guerrier_4.11.2" -1045.22560582898 -13.7161244862004
"Guerrier_9.21.1" -1987.6502721475 -465.82638352382
"Guerrier_9.21.2" -1958.07272584413 -734.803700220114
"Guerrier_9.21.3" -1891.23364469866 -647.443037958072
"Guerrier_9.21.4" -1961.6786496271 -656.996884232613
"Guerrier_9.21.5" -1934.0640248841 -690.788172566858
"Guerrier_9.21.6" -1886.23148942945 -699.903765246991
"Guerrier_9.21.7" -1994.16923923386 -699.155248000929
"Guerrier_K7.35" -747.345101361297 -2299.6959298884
"Guerriers alfes_L6.34" 1094.16644161002 -1557.16414200826
"Guerriers de Oddmar_39.31" -1259.01438138087 -1213.7207001333
"Guerriers_10.25" -3381.96949677145 -94.0836808750196
"Guerriers_12.18" -1366.81397100868 -241.893595958643
"Guerriers_13.32" -1317.10351145943 -1640.09240258507
"Guerriers_19.15" -2321.11262007254 -129.658982188511
"Guerriers_20.9" -2226.56134241325 -883.570732617826
"Guerriers_35.6" -1972.39848648486 -1053.39430295234
"Guerriers_36.19" -1735.59344304334 -1313.13183942431
"Guerriers_36.32" -1493.92326798548 -949.669801193345
"Guerriers_36.36" -1596.07408079823 -1458.96943226651
"Guerriers_J3.31" -1879.03282070244 632.565850339542
"Guerriers_J3.45.1" -503.849995650174 159.38957899501
"Guerriers_J3.45.2" -436.394894464662 105.083119159052
"Guerriers_J3.9" -457.552976291406 223.425543848025
"Guerriers_J4.21" 213.318600458992 643.472577951788
"Guerriers_J4.45" -658.711267471152 91.5314913906218
"Guerriers_J6.47" -338.762234993304 714.908420826549
"Guerriers_K2.43" -2503.30873834944 -1197.63689220165
"Guide_10.32" -712.226264369566 -1717.86871488632
"Guide_34.18" -2075.95308745754 -1547.81567354056
"Gunhilda Görmsson" -368.586818027943 629.075610591656
"Gunn" -1860.331081002 492.495747709222
"Gunnar" -754.727512120659 -845.742210309309
"Gunnar_20.37" -1110.39446259051 -1698.88380963307
"Gürt" 678.802929613435 -1117.45699323526
"Guustavson" -1815.97268094098 -2016.60663258652
"Gwenda d'Auxaterra" -1206.93990412192 -2084.81514441405
"Hanouar" -1997.07309362203 -897.258774271424
"Harald Görmsson" -494.236189827218 695.803359778696
"Harâm_34.16" -2676.16504974641 -1170.55167089797
"Haynée" -1021.48901524809 -685.512157458168
"Hazmat_40.22.1" -1618.6025563325 568.254978105956
"Hazmat_40.22.2" -1752.33424405459 531.19680170832
"Heidrun" -1425.43029091661 15.3470441945556
"Helgi" -513.95256712806 -1411.04991561726
"Helgith" -461.617439034506 -668.126891102715
"Héraclius" -1089.10272315563 -1268.58264815048
"Hériulf_1.15" -544.47422610752 -178.697550770488
"Herzog" -2091.65464633882 -894.852878403598
"Hicham" 587.159339087219 -1509.44627319392
"Hiemdal" -44.1219173468367 -1767.58320507957
"Hiérulf-le-penseur" -612.348595731277 -69.3910373873123
"Hildebrün" -1875.36475083496 -2042.51913381775
"Hildegunn" -687.415830556638 380.94206505958
"Himurdusens_J11.12" -1654.66901229692 -270.87278595113
"Hjalmgunnar" -1004.8475077202 -624.512425964585
"Hog" -1847.30555186483 -362.234923465666
"Hogrid" -1783.06190400446 -2457.30486749171
"Holger" -385.897452689579 205.082459330038
"Hommes d'Aniel_39.15" -223.068786839418 -774.898870456893
"Hommes d'Aniel_39.28" -1202.99234614363 -1396.6258124096
"Hommes de Gandalf_J4.4" -239.149932554011 656.489938544312
"Hrafn" -617.882402290005 236.934126050498
"Hrun" -973.76766204039 -403.802141004013
"Hsrak" -773.568500158711 -1796.43284795656
"Huginn" -364.132056110896 -621.892464714532
"Hugön" -1699.01293981646 545.778577709734
"Hungfold" -1144.8213863569 -2219.31986336947
"Hydalgor" -310.468307602027 -855.485886805456
"Ibissan" -1846.56201144476 -3209.04449544824
"Ibnaïcha" -1692.47982663694 -3261.53087383858
"Idriss Bin Hofaar" -2269.25122892126 -1274.64206600316
"Idun" -217.565884053454 -1775.05449576767
"Ileniya" -929.41475114715 -1329.17039277751
"Inga" 185.159592942628 -650.694330151799
"Ingrid" -980.297617134842 -764.990942413919
"Ingvild" -896.677782542003 -2117.75079650271
"Intendant_K1.41" -3351.30923026031 -1322.28889635545
"Iouri" -2366.21133234262 103.197250182736
"Iourov" -1716.34798555682 -1544.77061620224
"Isoline" -297.441569397067 278.41147420058
"Ivaldir" -619.37013602675 -867.141275309933
"Ivar" -887.410381895872 211.614859350671
"Ivarr-le-Glacé" -2231.92065630823 488.055874009042
"Jaax le veilleur" -691.82829928232 -1438.7142965421
"Jabirah" -2069.54466543941 -1234.25712885365
"Jadawin" -934.238508463648 -602.58743371557
"Jaffar" -768.640460745149 -1082.3557484182
"Japonais_3.19" -911.036678894635 -254.641770875101
"Jarl Zadig" -3202.25039568009 -1765.31637198054
"Jeunes nobles_27.7" -1117.04817302789 -1293.30262062341
"Jolan Thorgalsson" -674.118539251854 -1348.84482377911
"Jómsvikings_J10.42.1" -1427.21576968782 -3343.48765176025
"Jómsvikings_J10.42.2" -2312.8502135021 -3040.71182820799
"Jómsvikings_J10.42.3" -3236.80228869346 -2107.21863532671
"Jómsvikings_J10.42.4" -3143.66622488475 -2261.32164074361
"Jómsvikings_J10.45" -718.551659702419 982.780639789291
"Joril-le-Sacré" -831.775139535987 -2321.17429119507
"Jorund-le-taureau" -1058.45517192684 -525.760200095713
"Judith Minkelsönn" -422.286040585829 -455.982734123225
"Kadir" -1591.846176271 -891.321946472688
"Kahaniel de Valnor" -1078.28442948944 -2275.85887436186
"Kahina" -391.659095983039 303.847589211811
"Kaléos" -253.906544502428 -3293.43263565122
"Karsh" -741.001690918344 -1790.28026530353
"Karshan d'Urizen" -840.171281094905 -339.477483566746
"Kayla" -854.704662856878 75.0264259825867
"Ketill" -118.756547716208 415.029059290982
"Kheela" -1264.91892439667 188.980327458643
"Kilda" -895.688663526422 -1034.83240548592
"Kisha" -1480.65518775856 710.728075917196
"Klöd" -727.591375956359 247.53960712768
"Klothilde_J11.46" 239.258666310019 372.439781161041
"Knorr" 482.597584643766 -898.971818801042
"Knut" -2225.06076837655 416.238584167299
"Koltar l'aigle" -945.974965792981 -312.239357556401
"Konoag" -1350.31124753636 -2403.18671691793
"Kopakonan" -293.6135398607 -1001.91108180074
"Kratchik" -293.870950393625 -2266.03987416084
"Kriss de Valnor" -1718.80965967208 -1418.96421591574
"Kritchak" -198.94159723577 -2194.84835048265
"Kurt" -188.106898937772 774.039339817371
"Kyrstell" -225.113925009648 -994.16551142961
"La faucheuse" -942.8527489253 -767.150572015685
"Lanfeustsön" -538.17579298643 208.7200872889
"Lars Druknar" -2357.44160092664 -1112.7501187293
"Lars_16" -622.057023199637 -663.660316114847
"Légionnaire_K8.27" -2584.35255244965 -1929.9376568009
"Lehla" -1329.12991533598 -885.50189600725
"Leif Haraldson" -684.742255220142 -260.683480414474
"Leif_J1" -89.5908461748395 203.793929061351
"Leif_J8.29" -441.784072334107 371.189697366717
"Lieks" -2129.58999466143 -2292.88818792736
"Loki" -220.372565663176 -1533.27801743359
"Loup_16.31" -370.874108295562 -794.879672178295
"Loup_16.34" -406.835169820547 -834.780075110888
"Loup_L4.46.1" 589.368064129711 -1090.14067059668
"Loup_L4.46.2" 552.716262175135 -1139.47247049897
"Loup_L4.46.3" 561.231605727669 -1190.98583320363
"Loup_L5.26.1" 554.784493540193 -1053.86648842726
"Loup_L5.26.2" 596.061584333204 -1001.06616469777
"Loups_1.33" -1411.71654830154 831.225603542979
"Loups_20.18" -314.524367323972 -1328.96234725612
"Loups_20.4" -249.612298425451 -1612.11197594854
"Loups_K6.4" -2542.05198577068 -1848.21795541188
"Loups_L2.8" 1140.24268518996 -1349.38985838206
"Louve Thorgalsdottir" -331.678500250609 -1068.05454114633
"Lundgen" 466.510091323266 -849.248680867062
"Lutteurs_27.35" -912.040374431517 -2350.66328023048
"Lydia_J11.19" 697.929656642778 290.6631041491
"Lynx_J5.27" 206.972566338929 -26.7978723610636
"Lynx_J5.6" 312.397957906233 433.918651086916
"Mage rouge_32.29" -1814.10612208364 652.592781794624
"Mage rouge_34.7.1" 470.40075057126 -2946.45350631222
"Mage rouge_34.7.2" -729.145632603022 -3385.71709020393
"Mages rouges_30.40" -924.370114071995 -3042.76910689732
"Mages rouges_30.42" -3192.15975770131 353.315333916069
"Mages rouges_34.10" -1686.00026306992 -2732.31026544808
"Mages rouges_34.12" -2087.9282268597 -1425.0628407225
"Mages rouges_34.14" -1055.98855260339 -3044.55273360116
"Mages rouges_34.46" -1842.29590037531 719.166262239954
"Mages rouges_34.47" -1866.11163411573 -1069.24183104438
"Mages rouges_35.6" -1939.53433120239 -1091.48407611574
"Magnus" -1205.68647563259 -2493.22401427528
"Magon" -1577.59549874016 -1251.24457982164
"Mahara" -969.177278989111 -1265.22867912444
"Maïïa" -1580.31883930698 -810.298841361967
"Maïka" 669.202931344666 605.894136861845
"Maître de cérémonie_27.34" -1182.84783793763 -1497.53162025585
"Maître Tyr" 624.102647286455 333.370968829788
"Malades_25.19" -389.691023793874 -678.859999989451
"Malades_25.20.1" -294.013499486306 179.948556542393
"Malades_25.20.2" -309.322715869073 75.2171494660779
"Malades_25.21.1" -278.198409139351 1.72218102268516
"Malades_25.21.2" -237.307615505895 188.438636552209
"Malades_25.24" -328.561245397146 -673.501684076304
"Malades_25.41" 552.352453676511 -210.908393266346
"Malades_25.46" -852.211806883256 -886.773915416397
"Maloc" -1163.06160069976 -674.344947437678
"Mandor" -282.844735757368 -365.206564333949
"Man-gé" -867.416184997776 -751.837455952829
"Manthor de Valnor" -681.82238068373 -1683.20520460609
"Maraudeur_9.17.1" -1735.76937449776 -995.170889751952
"Maraudeur_9.17.2" -1793.25042811168 -946.656076826297
"Maraudeur_9.17.3" -1759.88269609383 -1039.28346910187
"Maraudeur_9.17.4" -1808.41424200178 -987.821915586526
"Maraudeur_9.20" -2617.8074582553 -1870.38562518697
"Maraudeur_9.21.5" -1895.12369941276 -893.408014026871
"Maraudeur_9.21.6" -1897.46372921747 -953.413878205319
"Maraudeur_9.21.7" -1750.80054156039 -961.815766710681
"Maraudeur_9.21.8" -1799.40881491042 -1030.83157000207
"Maraudeurs_15.23" -1760.06478170331 23.1436029197516
"Marchand_34.41" -2026.89806355836 -203.759763256332
"Marchand_34.8" -3085.99320757749 -786.811024675907
"Marchand_K1.18" -2606.23885580754 -2033.54198465864
"Marchand_K2.37" -2601.68973824 -1333.07325916059
"Marchand_L4.43" 966.947723998032 -894.206885893907
"Marchands_J10.15" -298.78536361317 1127.35060951934
"Marchands_K1.18" -2532.98603274565 -2038.52486501586
"Marchands_K3.6" -1829.09916723879 -1139.39018176562
"Margoulins_34.29" -1863.75728894836 -415.467175529734
"Marin_28.36" -171.65209082205 -2308.18083139351
"Marin_33.11" -2177.10715687321 -175.339308572727
"Marin_33.18" -2155.87125944337 -122.074524876507
"Marin_33.21" -2159.96903200414 -499.486977987448
"Marin_J7.7" 118.767866880212 1069.35171890079
"Marins_23.16" 357.884297310441 -533.08180906259
"Marins_32.21" -2010.20784994353 -587.086406737049
"Marins_32.48" -649.682674640899 -483.43279255127
"Marins_33.12" -2186.73706747915 -284.666258339292
"Marins_33.19" -2200.8795334426 -440.842174528503
"Marins_33.45" -2242.5782261747 -370.906202855906
"Marins_33.48" -1899.13200095692 -1013.9267095451
"Marins_34.24" -1893.04857636129 -464.521134772562
"Marins_34.3" -2164.97353286487 -1368.20235202046
"Marins_36.39" -1051.6275255168 -829.866095422737
"Marins_37.13" -2302.77432615038 228.904981244296
"Marins_J5.35" 19.9296580040923 -105.601146123166
"Marins_J6.3" 44.3882047268266 14.6057092568899
"Marins_J6.41" -105.256616649478 -202.267653775678
"Marins_J7.9" 173.139754304198 286.402607092255
"Marins_J8.45" -409.254224296142 947.050767956426
"Marins_K7.15" -1986.26806584764 -2099.10921766195
"Marins_L5.8" 238.733447261158 -796.482535268656
"Marins_L6.28" 735.917962134672 -648.889373802688
"Marziel" -1027.22861965384 -998.25269153861
"Médecin_28.36" -1020.70287090624 -1072.88113688705
"Mégères_29.42" -788.281283399666 -976.486615407327
"Mégères_J2.35" 214.421270285328 -3102.09473283679
"Mégères_L7.25" 547.193361407891 -1668.60085563543
"Mehdi" -734.709980214177 517.331445880654
"Mélas" -1106.02612967551 -1346.07467382137
"Mercenaires_4.44" -1327.92977046424 1069.22811076971
"Mère d'Anina" 196.628628657719 -337.996551930758
"Mère de Grym" -2010.9209943993 -3095.94100342864
"Messager_3.32" -3103.89986429789 -1457.15589336064
"Messager_K4.37" -1640.1990098686 -2981.57016593234
"Mestor" -1701.94525566045 629.126792083428
"Meute de Griz_L1.19" 725.534487936661 -1196.89718686337
"Migaïl" -2188.16026117716 82.6977349062186
"Mimir" -1248.56358628819 -596.312172406666
"Minoë" -719.403689775467 -333.006718616158
"Mire_J10.52" -1066.02394887929 169.104091697732
"Misha" 404.045780169722 -872.942168929276
"Modgud" -647.575390386159 360.09466049229
"Moldi-le-furieux" -572.789686996172 117.493665225306
"Monstre_29.13" -703.884180231631 -639.810187579908
"Monstre_29.14" -764.620552150186 -615.986253346184
"Monstre_30.20" -491.428395875128 -2269.74848022622
"Monstre_5.29" -1603.17291679764 245.173984092638
"Monstres_K3.7" -2534.56507528205 -1974.46236787065
"Möntrok" -1070.60377918688 -2193.83679175376
"Mörlok" 703.82797295945 -1271.75610584917
"Mortel_29.17" -179.857429392706 -2520.66996852709
"Moulaki" -2255.70571599877 -1373.05216049908
"Muff" -704.625677327131 -979.465197161875
"Muninn" -365.648057852618 -724.576515551104
"Mygg" 1292.13787190351 -1123.61632363685
"Myrms_36.16" -1845.65843881174 -285.95663548728
"Myrms_36.19" -1699.03067684097 -1340.74640289242
"Nain_32.16" 184.180840474296 -2144.92684081207
"Nains_17.39" -633.676998937884 -711.333449408306
"Nains_25.48" 1195.76223185282 -2216.13960963779
"Nains_7.14" 177.155261892398 -856.661685010072
"Nains_7.30" -61.9188511651091 -746.319733835024
"Nains_L2.26" 174.785174662381 -2239.02522054606
"Nains_L6.10" -3030.61125282936 -2427.11418503253
"Nains_L6.13" 527.86895179455 -1889.34650893819
"Nains_L6.17" 171.069298254403 -1186.53409360571
"Nains_L6.34" 1115.88686086684 -1487.72304949089
"Nains_L6.8.1" 1400.1348297577 -1734.65902054214
"Nains_L6.8.2" 776.648433378904 -2546.864752585
"Nains_L7.24" 27.7269966483254 -1025.8405959679
"Nalin" 526.463168672749 -1258.35580147245
"Naufrageurs_33.12" -2069.29305843189 -289.286534726862
"Nazca" -1640.0559771488 -548.163522012881
"Neokóra" -1789.06693264445 610.928271137484
"Nidhogg" -920.215159859068 -708.74317100926
"Nigürd Holgersön Ratatösk" -253.145315420561 356.480329769069
"Nils Hiannsson" -876.618980315507 400.539868676808
"Nixe_14.10" 568.809075393921 -286.988280537475
"Nixe_J1.41" -1517.68924858626 922.654820196613
"Nixe_J10.13" -98.3081040486441 862.770784868133
"Nixes_J2.20" -1834.82083875104 -64.8802821494719
"Nobles_27.14" -1410.84997314295 -1380.75206587413
"Nobles_27.15" -1306.27045749363 -1296.75288086641
"Nobles_27.19" -840.890229076083 -1190.3321103573
"Nobles_27.28" -781.356009081795 -1151.64997178217
"Nobles_27.31" -977.462314472346 -2340.37483469573
"Nobles_27.33" -1304.30424726887 -1393.56890124465
"Nobles_27.34" -1156.04208559284 -1457.89699894728
"Nobles_27.7" -1325.22199059991 -1227.79301508277
"Nobles_K5.13" -1357.63163311799 -2581.55578498817
"Nobles_K5.18" -1268.94166221026 -2068.4807040971
"Nouvelle gardienne des clés" 167.997383443142 -1238.28478633625
"Oddmar" -1199.38292815474 -1232.74624880231
"Oddmar_J8.4" 1137.08967820189 411.043783463478
"Odin" -322.494505937044 -1682.09521807439
"Odinkar" -265.537293034703 730.467473614257
"Officier_27.48" -1526.42080973205 -1471.50446765461
"Officier_28.11" -278.966288094073 -2626.78911829683
"Officier_4.25" -1374.98809144895 422.954706429623
"Officier_40.14" -2012.08873625421 908.881446200858
"Olaf" -280.547869672836 -225.545696357889
"Olaf Einarson" -154.404859675427 -471.514820058899
"Olaf_J10.54" -1678.88132027312 1068.5703561738
"Oldarik" 0.232069616738499 1041.21143460021
"Olenk" -1827.55712217682 187.167054117119
"Olev" -2154.10710862801 -327.422504015033
"Olgave" -1730.76931091583 -2286.74894384707
"Olgir_J8.4" 1154.60592693224 479.206304375059
"Oncle d'Isoline_J7.26" 346.625578937775 136.638005653873
"Oonila" 575.803290757294 365.296824571105
